Port pin,PCR,")1(noitcnuf
etanretlA",Function,Peripheral,")2(noitcerid
O/I","epyt
daP",")3(noitarugifnoc
TESER",Pin number,,,
,,,,,,,,"LQFP
100","LQFP
144","LQFP
176","LBGA
208(4)"
PE[14],PCR[78],"AF0
AF1
AF2
AF3
—","GPIO[78]
SCK_2
E1UC[21]
—
EIRQ[12]","SIUL
DSPI_2
eMIOS_1
—
SIUL","I/O
I/O
I/O
—
I",S,Tristate,—,112,136,C13
PE[15],PCR[79],"AF0
AF1
AF2
AF3","GPIO[79]
CS0_2
E1UC[22]
—","SIUL
DSPI_2
eMIOS_1
—","I/O
I/O
I/O
—",M,Tristate,—,113,137,A13
Port F,,,,,,,,,,,
PF[0],PCR[80],"AF0
AF1
AF2
AF3
—","GPIO[80]
E0UC[10]
CS3_1
—
ADC0_S[8]","SIUL
eMIOS_0
DSPI_1
—
ADC_0","I/O
I/O
O
—
I",J,Tristate,—,55,63,N10
PF[1],PCR[81],"AF0
AF1
AF2
AF3
—","GPIO[81]
E0UC[11]
CS4_1
—
ADC0_S[9]","SIUL
eMIOS_0
DSPI_1
—
ADC_0","I/O
I/O
O
—
I",J,Tristate,—,56,64,P10
PF[2],PCR[82],"AF0
AF1
AF2
AF3
—","GPIO[82]
E0UC[12]
CS0_2
—
ADC0_S[10]","SIUL
eMIOS_0
DSPI_2
—
ADC_0","I/O
I/O
I/O
—
I",J,Tristate,—,57,65,T10
