Symbol,,C,Parameter,Conditions(1),,Value,,,Unit
,,,,,,Min,Typ,Max,
"V
OL","C
C",P,"Output low level
SLOW configuration",Push Pull,"I = 2 mA,
OL
V = 5.0 V ± 10%,
DD
PAD3V5V = 0
(recommended)",—,—,"0.1V
DD",V
,,C,,,"I = 2 mA,
OL
V = 5.0 V ± 10%,
DD
PAD3V5V = 1(2)",—,—,"0.1V
DD",
,,C,,,"I = 1 mA,
OL
V = 3.3 V ± 10%,
DD
PAD3V5V = 1
(recommended)",—,—,0.5,
