Port pin,PCR,")1(noitcnuf
etanretlA",Function,Peripheral,")2(noitcerid
O/I","epyt
daP",")3(noitarugifnoc
TESER",Pin number,,,
,,,,,,,,"LQFP
100","LQFP
144","LQFP
176","LBGA
208(4)"
PA[8],PCR[8],"AF0
AF1
AF2
AF3
—
N/A(7)
—","GPIO[8]
E0UC[8]
E0UC[14]
—
EIRQ[3]
ABS[0]
LIN3RX","SIUL
eMIOS_0
eMIOS_0
—
SIUL
BAM
LINFlex_3","I/O
I/O
I/O
—
I
I
I",S,"Input,
weak pull-
up",72,105,129,C16
PA[9],PCR[9],"AF0
AF1
AF2
AF3
N/A(7)","GPIO[9]
E0UC[9]
—
CS2_1
FAB","SIUL
eMIOS_0
—
DSPI_1
BAM","I/O
I/O
—
O
I",S,"Pull-
down",73,106,130,C15
PA[10],PCR[10],"AF0
AF1
AF2
AF3
—","GPIO[10]
E0UC[10]
SDA
LIN2TX
ADC1_S[2]","SIUL
eMIOS_0
I2C_0
LINFlex_2
ADC_1","I/O
I/O
I/O
O
I",J,Tristate,74,107,131,B16
PA[11],PCR[11],"AF0
AF1
AF2
AF3
—
—
—","GPIO[11]
E0UC[11]
SCL
—
EIRQ[16]
LIN2RX
ADC1_S[3]","SIUL
eMIOS_0
I2C_0
—
SIUL
LINFlex_2
ADC_1","I/O
I/O
I/O
—
I
I
I",J,Tristate,75,108,132,B15
