Port pin,PCR,")1(noitcnuf
etanretlA",Function,Peripheral,")2(noitcerid
O/I","epyt
daP",")3(noitarugifnoc
TESER",Pin number,,,
,,,,,,,,"LQFP
100","LQFP
144","LQFP
176","LBGA
208(4)"
PF[3],PCR[83],"AF0
AF1
AF2
AF3
—","GPIO[83]
E0UC[13]
CS1_2
—
ADC0_S[11]","SIUL
eMIOS_0
DSPI_2
—
ADC_0","I/O
I/O
O
—
I",J,Tristate,—,58,66,R10
PF[4],PCR[84],"AF0
AF1
AF2
AF3
—","GPIO[84]
E0UC[14]
CS2_2
—
ADC0_S[12]","SIUL
eMIOS_0
DSPI_2
—
ADC_0","I/O
I/O
O
—
I",J,Tristate,—,59,67,N11
PF[5],PCR[85],"AF0
AF1
AF2
AF3
—","GPIO[85]
E0UC[22]
CS3_2
—
ADC0_S[13]","SIUL
eMIOS_0
DSPI_2
—
ADC_0","I/O
I/O
O
—
I",J,Tristate,—,60,68,P11
PF[6],PCR[86],"AF0
AF1
AF2
AF3
—","GPIO[86]
E0UC[23]
CS1_1
—
ADC0_S[14]","SIUL
eMIOS_0
DSPI_1
—
ADC_0","I/O
I/O
O
—
I",J,Tristate,—,61,69,T11
PF[7],PCR[87],"AF0
AF1
AF2
AF3
—","GPIO[87]
—
CS2_1
—
ADC0_S[15]","SIUL
—
DSPI_1
—
ADC_0","I/O
—
O
—
I",J,Tristate,—,62,70,R11
