Port pin,PCR,")1(noitcnuf
etanretlA",Function,Peripheral,")2(noitcerid
O/I","epyt
daP",")3(noitarugifnoc
TESER",Pin number,,,
,,,,,,,,"LQFP
100","LQFP
144","LQFP
176","LBGA
208(4)"
PG[10],PCR[106],"AF0
AF1
AF2
AF3
—","GPIO[106]
E0UC[24]
E1UC[31]
—
SIN_4","SIUL
eMIOS_0
eMIOS_1
—
DSPI_4","I/O
I/O
I/O
—
I",S,Tristate,—,114,138,D13
PG[11],PCR[107],"AF0
AF1
AF2
AF3","GPIO[107]
E0UC[25]
CS0_4
—","SIUL
eMIOS_0
DSPI_4
—","I/O
I/O
I/O
—",M,Tristate,—,115,139,B12
PG[12],PCR[108],"AF0
AF1
AF2
AF3","GPIO[108]
E0UC[26]
SOUT_4
—","SIUL
eMIOS_0
DSPI_4
—","I/O
I/O
O
—",M,Tristate,—,92,116,K14
PG[13],PCR[109],"AF0
AF1
AF2
AF3","GPIO[109]
E0UC[27]
SCK_4
—","SIUL
eMIOS_0
DSPI_4
—","I/O
I/O
I/O
—",M,Tristate,—,91,115,K16
PG[14],PCR[110],"AF0
AF1
AF2
AF3","GPIO[110]
E1UC[0]
LIN8TX
—","SIUL
eMIOS_1
LINFlex_8
—","I/O
I/O
O
—",S,Tristate,—,110,134,B14
