Port pin,PCR,")1(noitcnuf
etanretlA",Function,Peripheral,")2(noitcerid
O/I","epyt
daP",")3(noitarugifnoc
TESER",Pin number,,,
,,,,,,,,"LQFP
100","LQFP
144","LQFP
176","LBGA
208(4)"
PG[1],PCR[97],"AF0
AF1
AF2
AF3
—
—","GPIO[97]
—
E1UC[24]
—
EIRQ[14]
CAN5RX","SIUL
—
eMIOS_1
—
SIUL
FlexCAN_5","I/O
—
I/O
—
I
I",S,Tristate,—,97,121,E13
PG[2],PCR[98],"AF0
AF1
AF2
AF3","GPIO[98]
E1UC[11]
SOUT_3
—","SIUL
eMIOS_1
DSPI_3
—","I/O
I/O
O
—",M,Tristate,—,8,16,E4
PG[3],PCR[99],"AF0
AF1
AF2
AF3
—","GPIO[99]
E1UC[12]
CS0_3
—
WKPU[17](5)","SIUL
eMIOS_1
DSPI_3
—
WKPU","I/O
I/O
I/O
—
I",S,Tristate,—,7,15,E3
PG[4],PCR[100],"AF0
AF1
AF2
AF3","GPIO[100]
E1UC[13]
SCK_3
—","SIUL
eMIOS_1
DSPI_3
—","I/O
I/O
I/O
—",M,Tristate,—,6,14,E1
PG[5],PCR[101],"AF0
AF1
AF2
AF3
—
—","GPIO[101]
E1UC[14]
—
—
WKPU[18](5)
SIN_3","SIUL
eMIOS_1
—
—
WKPU
DSPI_3","I/O
I/O
—
—
I
I",S,Tristate,—,5,13,E2
