Port pin,PCR,")1(noitcnuf
etanretlA",Function,Peripheral,")2(noitcerid
O/I","epyt
daP",")3(noitarugifnoc
TESER",Pin number,,,
,,,,,,,,"LQFP
100","LQFP
144","LQFP
176","LBGA
208(4)"
PB[5],PCR[21],"AF0
AF1
AF2
AF3
—
—
—","—
—
—
—
ADC0_P[1]
ADC1_P[1]
GPIO[21]","—
—
—
—
ADC_0
ADC_1
SIUL","—
—
—
—
I
I
I",I,Tristate,53,75,91,R16
PB[6],PCR[22],"AF0
AF1
AF2
AF3
—
—
—","—
—
—
—
ADC0_P[2]
ADC1_P[2]
GPIO[22]","—
—
—
—
ADC_0
ADC_1
SIUL","—
—
—
—
I
I
I",I,Tristate,54,76,92,P15
PB[7],PCR[23],"AF0
AF1
AF2
AF3
—
—
—","—
—
—
—
ADC0_P[3]
ADC1_P[3]
GPIO[23]","—
—
—
—
ADC_0
ADC_1
SIUL","—
—
—
—
I
I
I",I,Tristate,55,77,93,P16
