Port pin,PCR,")1(noitcnuf
etanretlA",Function,Peripheral,")2(noitcerid
O/I","epyt
daP",")3(noitarugifnoc
TESER",Pin number,,,
,,,,,,,,"LQFP
100","LQFP
144","LQFP
176","LBGA
208(4)"
PB[11],PCR[27],"AF0
AF1
AF2
AF3
—","GPIO[27]
E0UC[3]
—
CS0_0
ADC0_S[3]","SIUL
eMIOS_0
—
DSPI_0
ADC_0","I/O
I/O
—
I/O
I",J,Tristate,—,—,97,N13
PB[12],PCR[28],"AF0
AF1
AF2
AF3
—","GPIO[28]
E0UC[4]
—
CS1_0
ADC0_X[0]","SIUL
eMIOS_0
—
DSPI_0
ADC_0","I/O
I/O
—
O
I",J,Tristate,61,83,101,M16
PB[13],PCR[29],"AF0
AF1
AF2
AF3
—","GPIO[29]
E0UC[5]
—
CS2_0
ADC0_X[1]","SIUL
eMIOS_0
—
DSPI_0
ADC_0","I/O
I/O
—
O
I",J,Tristate,63,85,103,M13
PB[14],PCR[30],"AF0
AF1
AF2
AF3
—","GPIO[30]
E0UC[6]
—
CS3_0
ADC0_X[2]","SIUL
eMIOS_0
—
DSPI_0
ADC_0","I/O
I/O
—
O
I",J,Tristate,65,87,105,L16
PB[15],PCR[31],"AF0
AF1
AF2
AF3
—","GPIO[31]
E0UC[7]
—
CS4_0
ADC0_X[3]","SIUL
eMIOS_0
—
DSPI_0
ADC_0","I/O
I/O
—
O
I",J,Tristate,67,89,107,L13
