Port pin,PCR,")1(noitcnuf
etanretlA",Function,Peripheral,")2(noitcerid
O/I","epyt
daP",")3(noitarugifnoc
TESER",Pin number,,,
,,,,,,,,"LQFP
100","LQFP
144","LQFP
176","LBGA
208(4)"
PB[1],PCR[17],"AF0
AF1
AF2
AF3
—
—
—","GPIO[17]
—
E0UC[31]
—
WKPU[4](5)
CAN0RX
LIN0RX","SIUL
—
eMIOS_0
—
WKPU
FlexCAN_0
LINFlex_0","I/O
—
I/O
—
I
I
I",S,Tristate,24,32,40,N1
PB[2],PCR[18],"AF0
AF1
AF2
AF3","GPIO[18]
LIN0TX
SDA
E0UC[30]","SIUL
LINFlex_0
I2C_0
eMIOS_0","I/O
O
I/O
I/O",M,Tristate,100,144,176,B2
PB[3],PCR[19],"AF0
AF1
AF2
AF3
—
—","GPIO[19]
E0UC[31]
SCL
—
WKPU[11](5)
LIN0RX","SIUL
eMIOS_0
I2C_0
—
WKPU
LINFlex_0","I/O
I/O
I/O
—
I
I",S,Tristate,1,1,1,C3
PB[4],PCR[20],"AF0
AF1
AF2
AF3
—
—
—","—
—
—
—
ADC0_P[0]
ADC1_P[0]
GPIO[20]","—
—
—
—
ADC_0
ADC_1
SIUL","—
—
—
—
I
I
I",I,Tristate,50,72,88,T16
