Port pin,PCR,")1(noitcnuf
etanretlA",Function,Peripheral,")2(noitcerid
O/I","epyt
daP",")3(noitarugifnoc
TESER",Pin number,,,
,,,,,,,,"LQFP
100","LQFP
144","LQFP
176","LBGA
208(4)"
PD[12],PCR[60],"AF0
AF1
AF2
AF3
—","GPIO[60]
CS5_0
E0UC[24]
—
ADC0_S[4]","SIUL
DSPI_0
eMIOS_0
—
ADC_0","I/O
O
I/O
—
I",J,Tristate,—,—,100,M15
PD[13],PCR[61],"AF0
AF1
AF2
AF3
—","GPIO[61]
CS0_1
E0UC[25]
—
ADC0_S[5]","SIUL
DSPI_1
eMIOS_0
—
ADC_0","I/O
I/O
I/O
—
I",J,Tristate,62,84,102,M14
PD[14],PCR[62],"AF0
AF1
AF2
AF3
—","GPIO[62]
CS1_1
E0UC[26]
—
ADC0_S[6]","SIUL
DSPI_1
eMIOS_0
—
ADC_0","I/O
O
I/O
—
I",J,Tristate,64,86,104,L15
PD[15],PCR[63],"AF0
AF1
AF2
AF3
—","GPIO[63]
CS2_1
E0UC[27]
—
ADC0_S[7]","SIUL
DSPI_1
eMIOS_0
—
ADC_0","I/O
O
I/O
—
I",J,Tristate,66,88,106,L14
Port E,,,,,,,,,,,
