Port pin,PCR,")1(noitcnuf
etanretlA",Function,Peripheral,")2(noitcerid
O/I","epyt
daP",")3(noitarugifnoc
TESER",Pin number,,,
,,,,,,,,"LQFP
100","LQFP
144","LQFP
176","LBGA
208(4)"
PF[8],PCR[88],"AF0
AF1
AF2
AF3","GPIO[88]
CAN3TX
CS4_0
CAN2TX","SIUL
FlexCAN_3
DSPI_0
FlexCAN_2","I/O
O
O
O",M,Tristate,—,34,42,P1
PF[9],PCR[89],"AF0
AF1
AF2
AF3
—
—
—","GPIO[89]
E1UC[1]
CS5_0
—
WKPU[22](5)
CAN2RX
CAN3RX","SIUL
eMIOS_1
DSPI_0
—
WKPU
FlexCAN_2
FlexCAN_3","I/O
I/O
O
—
I
I
I",S,Tristate,—,33,41,N2
PF[10],PCR[90],"AF0
AF1
AF2
AF3","GPIO[90]
CS1_0
LIN4TX
E1UC[2]","SIUL
DSPI_0
LINFlex_4
eMIOS_1","I/O
O
O
I/O",M,Tristate,—,38,46,R3
PF[11],PCR[91],"AF0
AF1
AF2
AF3
—
—","GPIO[91]
CS2_0
E1UC[3]
—
WKPU[15](5)
LIN4RX","SIUL
DSPI_0
eMIOS_1
—
WKPU
LINFlex_4","I/O
O
I/O
—
I
I",S,Tristate,—,39,47,R4
PF[12],PCR[92],"AF0
AF1
AF2
AF3","GPIO[92]
E1UC[25]
LIN5TX
—","SIUL
eMIOS_1
LINFlex_5
—","I/O
I/O
O
—",M,Tristate,—,35,43,R1
