Port pin,PCR,")1(noitcnuf
etanretlA",Function,Peripheral,")2(noitcerid
O/I","epyt
daP",")3(noitarugifnoc
TESER",Pin number,,,
,,,,,,,,"LQFP
100","LQFP
144","LQFP
176","LBGA
208(4)"
PE[10],PCR[74],"AF0
AF1
AF2
AF3
—","GPIO[74]
LIN3TX
CS3_1
E1UC[30]
EIRQ[10]","SIUL
LINFlex_3
DSPI_1
eMIOS_1
SIUL","I/O
O
O
I/O
I",S,Tristate,11,15,23,G3
PE[11],PCR[75],"AF0
AF1
AF2
AF3
—
—","GPIO[75]
E0UC[24]
CS4_1
—
LIN3RX
WKPU[14](5)","SIUL
eMIOS_0
DSPI_1
—
LINFlex_3
WKPU","I/O
I/O
O
—
I
I",S,Tristate,13,17,25,H2
PE[12],PCR[76],"AF0
AF1
AF2
AF3
—
—
—","GPIO[76]
—
E1UC[19](12)
—
EIRQ[11]
SIN_2
ADC1_S[7]","SIUL
—
eMIOS_1
—
SIUL
DSPI_2
ADC_1","I/O
—
I/O
—
I
I
I",J,Tristate,76,109,133,C14
PE[13],PCR[77],"AF0
AF1
AF2
AF3","GPIO[77]
SOUT_2
E1UC[20]
—","SIUL
DSPI_2
eMIOS_1
—","I/O
O
I/O
—",S,Tristate,—,103,127,D15
